Year;Tm;Player;Age;PER;TS%;TRB%;AST%;STL%
1979;PHI;Henry Bibby;29;11.2;0.493;5;19.2;1.3
1979;IND;Mike Bantom;27;15.7;0.503;13.2;12.3;1.8
1979;ATL;Armond Hill;25;11.8;0.518;3.5;24.8;1.9
1979;BOS;Dave Cowens;30;15.2;0.516;14.4;13.7;1.4
1979;DET;John Long;22;13.6;0.498;5.5;6.9;1.8
1979;KCK;Scott Wedman;26;16.9;0.572;8.4;8;1.4
1979;CHI;Wilbur Holland;27;13.1;0.507;5.6;19;2.3
1979;POR;Maurice Lucas;26;18.4;0.517;16.2;13.1;1.2
1979;POR;Ron Brewer;23;14.2;0.544;5.2;9.4;1.9
1979;NJN;John Williamson;27;16.4;0.527;4.2;16.8;1.6
1979;PHO;Walter Davis;24;23;0.606;8.5;21.1;2.7
1979;DEN;Bob Wilkerson;24;12;0.482;8.9;16.1;2.2
1979;ATL;Eddie Johnson;23;16.7;0.561;3.8;22.1;2.3
1979;GSW;Robert Parish;25;20.8;0.529;20.4;6.9;1.9
1979;ATL;John Drew;24;21.7;0.536;11.7;8.1;2.5
1979;PHI;Maurice Cheeks;22;12.6;0.541;5.5;22.8;3.2
1979;WSB;Wes Unseld;32;17.8;0.599;17.5;15.9;1.3
1979;NYK;Jim Cleamons;29;11.8;0.513;5.1;19.7;1.4
1979;SEA;John Johnson;31;11.2;0.484;9.1;20.3;1.1
1979;NYK;Ray Williams;24;17.7;0.502;6.6;31;2.5
1979;PHO;Alvan Adams;24;20.4;0.57;16.6;20.8;2.1
1979;PHI;Bobby Jones;27;16.7;0.584;12;11.8;2.1
1979;GSW;Phil Smith;26;16.1;0.538;5;16.2;2.1
1979;SEA;Gus Williams;25;21.1;0.534;5.7;21.9;3.2
1979;NJN;Eddie Jordan;24;13.8;0.47;5;23.1;3.9
1979;HOU;Robert Reid;23;13.9;0.521;11.6;13.2;1.5
1979;DET;Leon Douglas;24;12.1;0.529;15.6;4.3;0.8
1979;ATL;Steve Hawes;28;15;0.523;14.5;11.7;1.7
1979;DEN;Tom Boswell;25;14.6;0.577;12.8;14.7;1
1979;KCK;Bill Robinzine;26;16.4;0.581;15.9;6.5;2.2
1979;PHI;Caldwell Jones;28;13.4;0.512;17.9;9.1;0.8
1979;SAS;James Silas;29;16;0.576;4.4;16.2;1.5
1979;SEA;Lonnie Shelton;23;14.9;0.543;11.4;7.5;1.6
1979;POR;Mychal Thompson;24;17;0.508;15.7;12.1;1.5
1979;MIL;Kent Benson;24;17.3;0.555;15.1;12.1;1.9
1979;NOJ;Gail Goodrich;35;13.1;0.499;4.2;23.5;1.9
1979;SAS;Billy Paultz;30;15.5;0.541;15.5;10.5;0.7
1979;SAS;Mike Gale;28;12.3;0.5;4.6;20.6;3.1
1979;WSB;Tom Henderson;27;13.9;0.519;4;24.5;1.9
1979;NJN;George Johnson;30;11.1;0.475;15.7;5.5;1.4
1979;MIL;John Gianelli;28;10.3;0.511;11;9.1;1
1979;PHI;Darryl Dawkins;22;15.6;0.545;16.1;9.1;0.7
1979;NYK;Marvin Webster;26;13.4;0.504;17.4;10.6;0.5
1979;SDC;Sidney Wicks;29;11.1;0.497;10.7;7.9;1.6
1979;SDC;Swen Nater;29;16.9;0.605;18.6;9.1;0.9
1979;NJN;Jan Van Breda Kolff;27;10.8;0.534;10.1;11.6;1.9
1979;POR;Lionel Hollins;25;14;0.496;4.2;23.9;2.7
1979;MIL;Junior Bridgeman;25;18.8;0.544;8.4;11.7;2
1979;SEA;Fred Brown;30;16.9;0.516;4.6;20.1;2.8
1979;CHI;Mark Landsberger;23;12.6;0.483;20.7;4.7;0.6
1979;SEA;Paul Silas;35;10.4;0.468;15.5;7.3;0.7
1979;GSW;Clifford Ray;30;12.5;0.543;17;8.9;1.2
1979;ATL;Tree Rollins;23;17.3;0.553;16.7;3.6;1.1
1979;SAS;Mark Olberding;22;12.4;0.556;12;13.1;1.2
1979;WSB;Kevin Grevey;25;14;0.494;6.3;11.1;1.1
1979;DET;Bob Lanier;30;21.7;0.564;14;11.4;1.2
1979;POR;T.R. Dunn;23;12.3;0.496;10.5;7.4;2.2
1979;HOU;Mike Newlin;30;12.9;0.565;5.1;20.2;1.3
1979;NOJ;Pete Maravich;31;13.4;0.478;3.2;20.4;1.5
1979;WSB;Charles Johnson;29;12;0.458;5.6;12.5;2.4
1979;NOJ;Truck Robinson;27;18;0.537;15.8;6.2;0.7
1979;MIL;Ernie Grunfeld;23;15.2;0.546;11.2;15.2;1.5
1979;LAL;Adrian Dantley;22;18.4;0.589;10.5;10.3;1.6
1979;MIL;Quinn Buckner;24;13.6;0.478;6.6;31.7;4
1979;CLE;Foots Walker;27;15;0.527;6.2;23.3;3.5
1979;PHO;Alvin Scott;23;13.2;0.579;11.5;8.5;2
1979;CHI;Ollie Johnson;29;12.3;0.552;7.2;13.1;1.5
1979;CHI;John Mengelt;29;13.2;0.537;3.8;16.1;1.3
1979;GSW;Purvis Short;21;13.1;0.492;10.9;8.1;1.5
1979;LAL;Lou Hudson;34;13.7;0.556;4.5;10.8;1.6
1979;SDC;Kevin Kunnert;27;12.8;0.487;18;8.3;1.2
1979;BOS;Tiny Archibald;30;13.1;0.537;3.4;26.3;1.5
1979;WSB;Larry Wright;24;13.7;0.511;4.3;22.5;1.9
1979;CLE;Bingo Smith;32;13.4;0.485;6.8;10.7;1.2
1979;SAS;Mike Green;27;12.9;0.528;11.3;8.3;1
1979;KCK;Darnell Hillman;29;10.7;0.519;14.5;6.9;1.4
1979;WSB;Mitch Kupchak;24;19.4;0.588;13.6;7.5;0.6
1979;NYK;Glen Gondrezick;23;11;0.511;14.3;8;2.8
1979;MIL;Kevin Restani;27;12.1;0.512;13.3;9.3;0.8
1979;PHI;Doug Collins;27;16;0.555;4;17.6;1.5
1979;NYK;Bob McAdoo;27;21.5;0.572;12.8;12.2;1.8
1979;LAL;Ron Boone;32;9.3;0.495;5;12.1;1.9
1979;CLE;Mike Mitchell;23;16.8;0.545;11.4;5.7;1.5
1979;POR;Dave Twardzik;28;14.9;0.651;4.2;14.6;2.5
1979;WSB;Greg Ballard;24;14.9;0.503;14.7;9.4;1.7
1979;LAL;Don Ford;26;11.1;0.54;9.5;8;1.5
1979;BOS;Jeff Judkins;22;14.5;0.544;7;13.6;2.4
1979;NJN;Tim Bassett;27;8;0.433;14.6;8.2;1.3
1979;POR;Larry Steele;29;10.1;0.477;6.4;12.6;2.3
1979;SAS;Coby Dietrick;30;13.9;0.56;11.1;15.7;2.1
1979;HOU;Mike Dunleavy;24;14.9;0.582;4.7;27.4;1.7
1979;DEN;Robert Smith;23;11.6;0.511;5.2;18.3;1.8
1979;NOJ;James Hardy;22;10.7;0.487;10.4;5.9;1.6
1979;BOS;Jo Jo White;32;10.2;0.464;4.9;20.4;1.7
1979;POR;Bob Gross;25;14;0.519;9.6;17;2.3
1979;NJN;Eric Money;23;15.4;0.519;4.6;26.7;2.3
1979;NOJ;Aaron James;26;12.7;0.526;8.6;8.2;0.9
1979;PHO;Joel Kramer;23;11.3;0.544;13.4;7.8;1.4
1979;NOJ;Paul Griffin;25;10;0.527;13.7;12.1;1.7
1979;NYK;Earl Monroe;34;15.4;0.513;2.9;19.6;1.6
1979;ATL;Tom McMillen;26;12.6;0.518;12.9;6.9;0.5
1979;MIL;Lloyd Walton;25;12.4;0.511;4.2;29.7;2.3
1979;ATL;Jack Givens;22;13;0.457;8.6;8.7;2.5
1979;NOJ;Spencer Haywood;29;17.7;0.537;11.9;8.4;1
1979;DET;Ben Poquette;23;13.1;0.481;13.1;5.4;1.3
1979;IND;Corky Calhoun;28;9.9;0.507;9.2;9.9;1.3
1979;SAS;Allan Bristow;27;14.2;0.562;9.8;20.3;1.8
1979;KCK;Bob Nash;28;9.6;0.467;8.6;7;1
1979;CLE;Jim Brewer;27;10.1;0.448;15.6;7;1.7
1979;GSW;Nate Williams;28;14.7;0.542;8.6;6.7;2
1979;PHO;Mike Bratz;23;12.6;0.513;6;17.6;2.2
1979;PHI;Steve Mix;31;19.4;0.594;12;13.7;2
1979;CHI;John Brown;27;9.4;0.539;10.3;10.8;0.7
1979;IND;Len Elmore;26;12.2;0.444;16.4;7.4;2.2
1979;PHO;Bayard Forrest;24;9.6;0.462;14.1;15.3;1
1979;KCK;Billy McKinney;23;15.6;0.555;3.7;27;2.1
1979;DEN;Anthony Roberts;23;11.2;0.456;10.9;12;0.7
1979;BOS;Curtis Rowe;29;7.7;0.467;11;7.3;0.6
1979;GSW;Tom Abernethy;24;13.6;0.55;9.5;8.4;1.5
1979;LAL;Dave Robisch;29;11.9;0.499;12.7;9.4;0.7
1979;NYK;Micheal Ray Richardson;23;12.4;0.435;10.3;22.9;3.8
1979;HOU;Dwight Jones;26;10.9;0.505;14.7;5.9;1.3
1979;PHO;Gar Heard;30;12.6;0.479;16.1;5.9;1.9
1979;LAL;Jim Price;29;12.3;0.524;5.5;21.9;2.5
1979;DET;Earl Tatum;25;12.1;0.465;5.3;8.5;2.9
1979;SDC;Freeman Williams;22;16.1;0.514;4.4;10.5;1.6
1979;NJN;Winford Boynes;21;11.7;0.482;6.9;9.7;1.6
1979;NYK;Mike Glenn;23;15.5;0.567;3.8;16.5;1.4
1979;MIL;George Johnson;22;14;0.526;17.2;8.3;2.9
1979;LAL;Kenny Carr;23;12.6;0.522;13.8;6.8;1.5
1979;NJN;Wilson Washington;23;12.9;0.523;13.6;6;1.2
1979;BOS;Billy Knight;26;12.1;0.556;8.6;8.4;1.2
1979;CLE;Terry Furlow;24;17;0.523;4.7;14.2;1.7
1979;DEN;Kim Hughes;26;11.7;0.53;16.1;8.5;2.3
1979;BOS;Don Chaney;32;9.7;0.444;7.3;9.5;3
1979;NJN;Phil Jackson;33;10.7;0.536;8.7;10.7;1.8
1979;PHI;Joe Bryant;24;13.1;0.482;12.7;13.6;2.1
1979;NYK;Joe Meriweather;25;11.2;0.542;11.5;5.9;1
1979;CLE;Kenny Higgs;24;12.4;0.517;5.3;17.2;2.9
1979;HOU;Slick Watts;27;11.3;0.439;5.4;27.2;3.2
1979;CLE;John Lambert;26;10.9;0.469;15.4;5.5;1.1
1979;NYK;Spencer Haywood;29;15.6;0.528;10.8;8;0.4
1979;ATL;Butch Lee;22;12.2;0.516;3.2;23;2.6
1979;IND;Billy Knight;26;19;0.618;9.2;13;1.5
1979;SEA;Wally Walker;24;11.6;0.511;9.6;10;0.6
1979;PHO;Ron Lee;26;11.1;0.49;6.6;17.6;3.2
1979;KCK;Tom Burleson;26;15.3;0.522;16.5;6.9;1.3
1979;BOS;Rick Robey;23;15.5;0.529;15.7;12.4;1.1
1979;GSW;Jo Jo White;32;12.7;0.52;4.4;20.1;1.4
1979;ATL;Charlie Criss;30;9.1;0.436;3.7;20.7;2.2
1979;IND;Rick Robey;23;13.4;0.531;15.4;8.4;1.3
1979;NOJ;Tommie Green;22;8.3;0.438;4.1;22.2;3.3
1979;BOS;Marvin Barnes;26;12.3;0.515;12.3;9.1;2.2
1979;GSW;Wayne Cooper;22;12.5;0.464;18.9;3.5;0.4
1979;POR;Clemon Johnson;22;12.1;0.481;15.8;12.8;1.3
1979;CLE;Butch Lee;22;15.7;0.511;4.7;22.5;1.8
1979;GSW;Raymond Townsend;23;10.8;0.477;3.8;15.7;1.6
1979;SAS;Louie Dampier;34;13.3;0.513;4.4;19.7;2
1979;PHO;Truck Robinson;27;14.2;0.539;16.5;6.9;1
1979;KCK;Marlon Redmond;23;11.3;0.447;8;10.6;1.7
1979;PHO;Marty Byrnes;22;9.4;0.545;7.3;10.1;0.9
1979;NYK;John Rudd;23;8.2;0.529;12.4;5.7;1.1
1979;CHI;Charles Dudley;28;6.4;0.411;6.9;20.9;2.2
1979;NJN;Harvey Catchings;27;11.6;0.483;16.3;6;1
1979;IND;Wayne Radford;22;9.7;0.518;5.4;11.3;2.1
1979;NOJ;Joe Meriweather;25;11.8;0.495;14.1;6.4;1.2
1979;BOS;Bob McAdoo;27;17.5;0.534;12.3;9.9;0.8
1979;ATL;Rick Wilson;22;9.7;0.43;7;16.4;2.4
1979;DET;Andre Wakefield;24;5.2;0.417;6.8;14.4;1.5
1979;ATL;Terry Furlow;24;17.1;0.538;6.7;20.5;1.5
1979;SEA;Tom LaGarde;23;15.6;0.568;17.4;7.8;0.5
1979;NOJ;Ira Terrell;24;8;0.476;9.3;5.8;1.2
1979;IND;Kevin Stacom;27;7.1;0.403;5.5;17.4;1.1
1979;MIL;Norm Van Lier;31;11;0.536;4;30.7;3.5
1979;PHI;Eric Money;23;11.8;0.565;3.5;21.9;1.1
1979;SEA;Dick Snyder;34;10.8;0.489;4.7;16;1.2
1979;WSB;Dave Corzine;22;12.5;0.6;14;10.9;0.8
1979;NOJ;Marty Byrnes;22;10.6;0.498;8.7;10.9;1
1979;NJN;Ralph Simpson;29;8.4;0.414;6.1;18.1;1
1979;SEA;Dennis Awtrey;30;7.3;0.501;11;11.8;1.2
1979;CHI;Scott Lloyd;26;4.3;0.395;10.9;8.7;0.9
1979;PHO;Ted McClain;32;10.1;0.545;8.2;15.4;1.8
1979;SEA;Joe Hassett;23;12.3;0.504;5.1;13.5;1.4
1979;KCK;Gus Gerard;25;11.4;0.467;11.5;6;1.8
1979;PHI;Ralph Simpson;29;11.2;0.473;4;18;2.5
1979;DET;Rickey Green;24;10.2;0.433;4.8;18.7;2.6
1979;KCK;Lucius Allen;31;8.7;0.416;6.1;13.6;2.3
1979;SDC;Bob Bigelow;25;6;0.428;5.9;7.1;1.3
1979;CHI;Scott May;24;8.4;0.482;8.7;13.2;2.5
1979;NOJ;Ron Lee;26;9.6;0.406;6.8;23.5;4.2
1979;CLE;Harry Davis;23;10.6;0.471;9.2;5.5;1.5
1979;WSB;Phil Chenier;28;7.2;0.458;2.6;10.2;0.5
1979;GSW;Wesley Cox;24;5.3;0.447;9.4;4;1.7
1979;NJN;Al Skinner;26;16.2;0.565;6.6;20.6;2.9
1979;LAL;Ron Carter;22;9.3;0.487;7.4;9.4;2.3
1979;CLE;Elmore Smith;29;14.5;0.551;17.5;5.6;1
1979;NYK;Tom Barker;23;8.8;0.46;13.6;3.4;0.8
1979;SDC;Connie Norman;25;11.9;0.46;5.3;10.3;1.4
1979;DET;Jim Brewer;27;9.2;0.428;17.6;4.9;1.9
1979;PHI;Al Skinner;26;8;0.48;7.4;16.4;2.6
1979;PHI;Harvey Catchings;27;9.9;0.457;17.6;7.7;1.2
1979;NJN;Bob Elliott;23;13.6;0.63;10.4;10.7;0.9
1979;CLE;Walt Frazier;33;12.9;0.482;3.9;16.2;2.2
1979;POR;Jim McMillian;30;11.9;0.499;7.8;15.3;1.7
1979;BOS;Earl Williams;27;15.3;0.457;21.4;6.3;2
1979;DEN;Bo Ellis;24;12.2;0.524;12;5;1.7
1979;IND;Steve Green;25;12.4;0.5;10.1;10.6;1.9
1979;SAS;Frankie Sanders;22;11.8;0.455;11.8;16.6;2.3
1979;BOS;Kevin Stacom;27;10.1;0.414;5.1;19.3;2.6
1979;CHI;Tate Armstrong;23;6.5;0.436;4.2;15.5;1.8
1979;BOS;Dennis Awtrey;30;5.4;0.473;10.6;9.8;0.5
1979;HOU;Alonzo Bradley;25;9.3;0.468;10.2;8.8;0.9
1979;IND;Brad Davis;23;12.6;0.563;3.5;22.8;2.7
1979;POR;Kim Anderson;23;3;0.353;11.2;8.5;0.8
1979;SAS;Glenn Mosley;23;12.2;0.463;15.2;10.1;1.6
1979;BOS;Frankie Sanders;22;16.4;0.504;13.1;12.3;1.5
1979;DEN;John Kuester;23;6.9;0.387;3.2;21.4;3.8
1979;SDC;Brian Taylor;27;11.1;0.418;6.5;11.8;5.1
1979;SEA;Lars Hansen;24;13.6;0.538;15.1;9.2;0.2
1979;CHI;Steve Sheppard;24;7.4;0.505;7.5;9.7;1.1
1979;SDC;John Olive;23;2;0.439;5.3;1.8;1
1979;KCK;Richard Washington;23;5.3;0.396;16.2;5.1;1.9
1979;POR;Ira Terrell;24;14.1;0.561;12.8;13.2;2
1979;DET;Essie Hollis;23;11.8;0.43;15.2;5.2;3.2
1979;WSB;Roger Phegley;22;9.8;0.441;7.3;12.5;1.5
1979;SDC;Jerome Whitehead;22;8.4;0.453;17.5;5.5;0.9
1979;POR;Willie Smith;25;14.6;0.563;5.5;18;3.5
1979;BOS;Tom Barker;23;9.5;0.485;12.7;6.2;1.4
1979;DEN;Phil Hicks;26;6.5;0.431;11.4;8.3;1.8
1979;KCK;Ron Behagen;28;10.8;0.492;13.4;5.2;0.7
1979;MIL;Sam Smith;24;14.2;0.486;4;15.4;2.9
1979;HOU;Jacky Dorsey;24;12.5;0.56;11.6;2.6;0.4
1979;DET;Chris Ford;30;5.6;0.428;8.7;5.7;0.4
1979;SEA;Jackie Robinson;23;13.6;0.483;9.5;17.5;2.2
1979;NYK;Greg Bunch;22;9.2;0.448;9.4;4.9;1.4
1979;DET;Otis Howard;22;15.1;0.444;19.4;6;1
1979;DEN;Geoff Crompton;23;2.6;0.416;13.6;7.3;0
1979;NYK;Butch Beard;31;9;0.423;6.3;27.9;3.8
1979;ATL;Keith Herron;22;9.3;0.372;6.7;5.2;3.5
1979;DET;Steve Sheppard;24;14.2;0.506;13;6.8;1.8
1979;GSW;Tony Robertson;23;10.7;0.409;7.3;7.6;5.1
1979;GSW;Ray Epps;22;7.9;0.49;3.7;3.6;0.7
1979;LAL;Brad Davis;23;8.5;0.745;0.8;16.4;1.4
1979;POR;Lloyd Neal;28;-0.6;0.393;10.4;2.6;0
1979;DET;Larry McNeill;28;16.5;0.574;11.3;8.8;0
1979;DET;Dennis Boyd;24;-4;0.25;2.6;20.3;0
1979;HOU;E.C. Coleman;28;10.9;0.739;9.8;3.2;2.4
1979;NYK;Ron Behagen;28;7.5;0.466;15.6;6.6;2.4
1979;BOS;Earl Tatum;25;7.1;0.45;5.8;3.8;0
1979;SDC;Stan Pietkiewicz;22;1.6;0.225;10;10.3;1.4
1979;SDC;Scott Lloyd;26;-13.2;0;5.1;0;1.5
1979;DET;Robert Hawkins;24;23.8;0.483;11.1;19.8;8
1979;PHI;Marlon Redmond;23;-13.4;0.083;2.3;5;0
1979;MIL;Otis Howard;22;8;0.455;17.6;6;0
1979;HOU;Tom Barker;23;13.2;0.581;20.4;0;0
1979;NOJ;Gus Bailey;27;6.1;0.286;10.9;33.2;0
1979;CHI;Andre Wakefield;24;-15.9;0;0;14.2;0
1979;LAL;Michael Cooper;22;16.3;0.5;0;0;6.5
1979;DET;Gus Gerard;25;26.3;0.387;8.7;0;14.9
1979;MIL;Del Beshore;22;0;0;0;0;0
1979;DET;Ron Behagen;28;-60.3;0;0;0;0
1980;LAL;Norm Nixon;24;14.9;0.548;3.9;25.3;2.1
1980;WSB;Elvin Hayes;34;17.2;0.492;14.1;6.1;0.9
1980;NYK;Bill Cartwright;22;17.9;0.608;12.6;7;0.7
1980;LAL;Kareem Abdul-Jabbar;32;25.3;0.639;15.4;16.5;1.2
1980;HOU;Moses Malone;24;24.1;0.56;20.9;7.1;1.2
1980;LAL;Jamaal Wilkes;26;17.6;0.563;9.2;10.8;1.9
1980;NYK;Micheal Ray Richardson;24;17.8;0.517;9.6;34.1;3.9
1980;CHI;Reggie Theus;22;17;0.579;6.1;25.9;1.8
1980;WSB;Wes Unseld;33;15.4;0.545;18.5;15.6;1
1980;SEA;Gus Williams;26;20.6;0.529;4.9;20.7;3.2
1980;BOS;Larry Bird;23;20.5;0.538;16;18.5;2.3
1980;NYK;Toby Knight;24;16.4;0.561;9.1;6.9;1.8
1980;DEN;Dan Issel;31;22.2;0.571;12.7;10.7;1.4
1980;SEA;Dennis Johnson;25;15.9;0.489;7.4;16.1;2.3
1980;SAS;George Gervin;27;24;0.587;7.3;11;1.6
1980;IND;Johnny Davis;24;13.6;0.495;4;20.3;1.7
1980;KCK;Otis Birdsong;24;18.5;0.538;6.1;11.1;2.2
1980;BOS;Tiny Archibald;31;15.3;0.574;3.8;30.2;1.7
1980;SDC;Swen Nater;30;17.2;0.589;23;11.1;0.7
1980;GSW;Sonny Parker;24;16.2;0.537;9;12.4;2.9
1980;POR;Ron Brewer;24;13.2;0.503;4.2;11.5;1.7
1980;PHI;Julius Erving;29;25.4;0.568;10.9;21.4;2.8
1980;CLE;Mike Mitchell;24;19.1;0.557;11.1;4.9;1.1
1980;SAS;Larry Kenon;27;17.2;0.527;14.8;11.1;1.7
1980;LAL;Magic Johnson;20;20.6;0.602;11.6;25.2;3.1
1980;SEA;Jack Sikma;24;16.5;0.526;17.1;13.7;1.1
1980;CHI;Dave Greenwood;22;16.2;0.541;15.6;9.8;1
1980;PHI;Caldwell Jones;29;9.7;0.482;18.2;7.4;0.7
1980;GSW;John Lucas;26;15.3;0.528;4.4;29.2;2.4
1980;SDC;Brian Taylor;28;13.9;0.546;3.7;16.4;2.5
1980;BOS;Cedric Maxwell;24;19;0.679;14.3;9.8;1.3
1980;PHO;Truck Robinson;28;15.3;0.553;15.6;7.5;1
1980;MIL;Marques Johnson;23;22;0.585;11.4;15.1;1.7
1980;CLE;Randy Smith;31;15.2;0.497;5;18.5;2.1
1980;HOU;Calvin Murphy;31;16.8;0.543;3.1;16.7;2.5
1980;UTA;Adrian Dantley;23;24.3;0.635;11.3;12.3;1.8
1980;CHI;Ricky Sobers;27;12.5;0.524;5.1;23.8;2.4
1980;CLE;Dave Robisch;30;17.2;0.578;13;9.3;0.9
1980;DET;Terry Tyler;23;14.2;0.499;12.3;6.4;1.8
1980;PHO;Paul Westphal;29;21.1;0.593;3.9;24.2;2
1980;NJN;Eddie Jordan;25;14.4;0.481;5.3;29.6;3.8
1980;POR;Kermit Washington;28;18.2;0.584;17.4;8.9;1.3
1980;IND;Mickey Johnson;27;20.3;0.528;13.3;18.7;2.7
1980;PHI;Maurice Cheeks;23;15.9;0.589;5.5;28.2;3.3
1980;MIL;Brian Winters;27;14.8;0.534;4.6;19;1.8
1980;ATL;Eddie Johnson;24;18;0.538;4.1;23.5;2.2
1980;KCK;Phil Ford;23;16.5;0.534;3.5;32.4;2.4
1980;ATL;Dan Roundfield;26;19.7;0.551;17.3;11.3;1.9
1980;SDC;World B. Free;26;22.7;0.544;5;18;1.5
1980;NYK;Ray Williams;25;21.6;0.546;8.7;28.5;2.9
1980;PHI;Darryl Dawkins;23;14.6;0.548;14.5;8.5;0.9
1980;SEA;John Johnson;32;13.3;0.532;8.8;22.4;1.4
1980;NJN;Mike Newlin;31;17.7;0.54;5.4;19.9;2.1
1980;PHO;Don Buse;29;10.7;0.485;5.1;16;2.4
1980;WSB;Greg Ballard;25;18.1;0.532;13.1;9.7;1.7
1980;CLE;Foots Walker;28;15.3;0.527;6.3;29.5;2.9
1980;KCK;Sam Lacey;31;14.9;0.49;14.3;24.5;2.1
1980;NJN;Jan Van Breda Kolff;28;9.5;0.533;9.3;13.1;1.9
1980;LAL;Jim Chones;30;11.3;0.521;12.8;7.6;1.1
1980;DEN;Bob Wilkerson;25;10.9;0.458;6.9;14.7;1.8
1980;DET;John Long;23;16.4;0.535;7.5;13;2.4
1980;UTA;Ben Poquette;24;14;0.572;13.9;7.7;0.9
1980;KCK;Scott Wedman;27;16.9;0.541;8.8;9.3;1.7
1980;POR;Tom Owens;30;18.1;0.552;13.5;13;0.9
1980;IND;Mike Bantom;28;13.7;0.533;10.1;15.9;1.7
1980;SDC;Joe Bryant;25;11.1;0.485;12;8.1;2.1
1980;MIL;Junior Bridgeman;26;17.1;0.523;7.1;15.2;1.9
1980;IND;James Edwards;24;17.6;0.545;12.9;8;1.1
1980;PHO;Walter Davis;25;21.3;0.608;6.5;23.6;2.3
1980;ATL;John Drew;25;17.8;0.532;11;7.4;1.9
1980;UTA;Allan Bristow;28;16.6;0.534;13;21.4;1.9
1980;HOU;Robert Reid;24;15.3;0.52;10.6;14.7;2.7
1980;SAS;James Silas;30;16.7;0.585;3.9;20.1;1.2
1980;UTA;Ron Boone;33;12.5;0.506;5.5;19.3;2
1980;DEN;John Roche;30;13.9;0.562;2.6;24.7;1.7
1980;SEA;Lonnie Shelton;24;16.8;0.57;13.6;9.1;1.9
1980;MIL;Dave Meyers;26;13.3;0.509;11;13.6;1.5
1980;PHO;Alvan Adams;25;19.2;0.571;15.4;21.6;2.3
1980;BOS;Dave Cowens;31;14.8;0.477;13.8;13.4;1.5
1980;SDC;Sidney Wicks;30;8.5;0.447;10.3;12.5;1.7
1980;PHI;Bobby Jones;28;18.5;0.59;11.2;9.8;2.2
1980;HOU;Allen Leavell;22;15.1;0.56;4.8;26.3;2.8
1980;ATL;Tree Rollins;24;18.9;0.598;19.6;5.2;1.2
1980;NJN;George Johnson;31;11.8;0.489;14.7;10.8;1.1
1980;GSW;Robert Parish;26;20;0.541;20.4;8.9;1.3
1980;SDC;Freeman Williams;23;19.4;0.527;4.9;13.3;1.6
1980;BOS;Chris Ford;31;13;0.537;4.8;13.5;2.5
1980;SAS;Mark Olberding;23;12.4;0.546;10.6;18.5;1.4
1980;DET;Bob McAdoo;28;16.3;0.524;11.7;13.9;1.6
1980;ATL;Armond Hill;26;9.2;0.484;3.5;27.4;2.5
1980;KCK;Reggie King;22;13.5;0.565;14.8;6.6;1.6
1980;GSW;Jo Jo White;33;11.2;0.509;4.9;16.1;2
1980;NJN;Calvin Natt;23;15.9;0.52;13;8.2;1.7
1980;PHI;Henry Bibby;30;11.1;0.491;5.4;19.8;1.4
1980;IND;Dudley Bradley;22;13.5;0.502;5.7;15.9;4.8
1980;BOS;M.L. Carr;29;14.6;0.526;9.2;10.7;2.8
1980;SDC;Bingo Smith;33;11.4;0.473;6.7;6.5;1.4
1980;LAL;Michael Cooper;23;12.5;0.563;6.3;13.5;2
1980;SAS;Kevin Restani;28;13.9;0.548;10.5;12.2;1.2
1980;DEN;George Johnson;23;15;0.524;15.7;11.4;2
1980;BOS;Rick Robey;24;15.4;0.557;15.4;6.7;1.3
1980;KCK;Bill Robinzine;27;15.3;0.548;14.7;4.5;2.6
1980;IND;Billy Knight;27;18;0.589;9.8;11.4;2
1980;NYK;Larry Demic;22;7.4;0.468;14.1;4.1;1.3
1980;DEN;Charlie Scott;31;7.4;0.432;4.6;18.6;1.2
1980;ATL;Steve Hawes;29;16.2;0.555;14.4;11.8;1.9
1980;POR;T.R. Dunn;24;12.5;0.47;9.7;10.9;2.7
1980;HOU;Rudy Tomjanovich;31;14.2;0.522;10.8;8.5;0.8
1980;CHI;Coby Dietrick;31;12.1;0.494;11.1;16.4;2.3
1980;WSB;Kevin Grevey;26;13.7;0.499;5.2;13.6;1.4
1980;HOU;Rick Barry;35;14.8;0.517;7.2;20.4;2.1
1980;SAS;Paul Griffin;26;13.2;0.621;12.9;15.7;2
1980;ATL;Charlie Criss;31;11.5;0.5;3.5;20;2
1980;UTA;Duck Williams;23;8.6;0.464;3.5;14.1;2.7
1980;DET;Leon Douglas;25;11.4;0.529;14.8;8.5;0.8
1980;CLE;Kenny Carr;24;16.3;0.527;16.9;5.7;1.6
1980;GSW;Wayne Cooper;23;14.8;0.525;15.7;3.5;0.5
1980;UTA;Terry Furlow;25;16;0.53;5.2;20;1.5
1980;SEA;Fred Brown;31;16.4;0.532;4.8;15.5;1.8
1980;MIL;Quinn Buckner;25;16.5;0.501;7.6;30.2;3.7
1980;GSW;Clifford Ray;31;11.3;0.546;15.3;14.2;1.4
1980;NJN;Cliff Robinson;19;17;0.506;15.8;9.3;1.7
1980;GSW;Purvis Short;22;19.1;0.534;10.6;12.4;1.8
1980;UTA;James Hardy;23;11.8;0.536;14.6;8.8;1.4
1980;CLE;Austin Carr;31;14.3;0.497;5.5;13.2;1.1
1980;SEA;Paul Silas;36;8.2;0.439;14.4;5;0.7
