Year;Tm;Player;Age;PER;TS%;TRB%;AST%;STL%
1989;SAS;Michael Anderson;22;10.5;0.483;6.7;26.9;2.8
1989;LAC;Greg Kite;27;6.4;0.416;13.9;4.8;1.5
1989;IND;Randy Wittman;29;9;0.488;4.3;15.2;0.9
1989;PHI;Ben Coleman;27;11.2;0.537;14.1;3.4;0.7
1989;DEN;Bill Hanzlik;31;8.6;0.531;6.8;14.2;1.6
1989;PHI;Derek Smith;27;12;0.535;6.9;13.3;1.7
1989;MIL;Paul Mokeski;32;8.2;0.443;15.7;6.7;2
1989;BOS;Ed Pinckney;25;17.7;0.629;12.5;8.7;2.1
1989;BOS;Mark Acres;26;8.2;0.507;13.3;3.7;1.5
1989;HOU;Allen Leavell;31;7.7;0.417;4.6;26.8;1.9
1989;SAS;Mike Smrek;26;9;0.518;11.4;2.5;1
1989;PHO;Tim Perry;23;14.4;0.56;11.4;3.8;1.4
1989;SAC;Derek Smith;27;11.3;0.455;7.2;15;1.5
1989;DAL;Roy Tarpley;24;22.2;0.577;20.3;4.8;2.4
1989;NYK;Eddie Lee Wilkins;26;10.2;0.492;14.1;1.6;0.8
1989;CLE;Tree Rollins;33;8.8;0.465;13.4;4.2;0.9
1989;SAS;Jerome Whitehead;32;7.2;0.429;12.2;3.9;1.7
1989;PHI;Shelton Jones;22;10.6;0.508;9.2;7.7;1.4
1989;NJN;Walter Berry;24;11.7;0.501;11.5;5.6;0.9
1989;SAS;Jay Vincent;29;7.4;0.449;9.2;5.6;0.4
1989;DEN;Jerome Lane;22;12.3;0.427;18.7;14.3;1.6
1989;CHI;Charles Davis;30;10.3;0.459;12.1;7.9;1
1989;CLE;Chris Dudley;23;8.7;0.43;16.3;5.2;0.8
1989;BOS;Ron Grandison;24;10.1;0.499;10;10.2;1.7
1989;PHO;Andrew Lang;22;11.6;0.554;14.9;2;1.5
1989;CHH;Brian Rowsom;23;15.7;0.572;14.7;6.5;0.9
1989;WSB;Charles Jones;27;10.7;0.522;14.8;4.3;1.7
1989;MIL;Randy Breuer;28;13.8;0.496;15.2;6.2;0.9
1989;NYK;Kiki Vandeweghe;30;13;0.531;4;9.4;1.1
1989;MIL;Rickey Green;34;14.9;0.581;5.3;29.2;2.1
1989;BOS;Joe Kleine;27;12.2;0.544;15.8;8.3;1.5
1989;DEN;Dave Greenwood;31;12.7;0.48;17.2;10;1.5
1989;NJN;Charles Shackleford;22;13.9;0.501;17.6;6.5;1.5
1989;SAC;Brad Lohaus;24;14;0.483;12.9;5.5;0.9
1989;BOS;Kelvin Upshaw;26;10.9;0.513;4.4;27.9;2
1989;SAS;Scott Roth;25;8.2;0.448;6.6;13.5;1.9
1989;PHI;Bob Thornton;26;6.4;0.462;11.5;4.3;0.9
1989;LAL;David Rivers;24;9.8;0.477;5.4;30.4;2.5
1989;SAS;Anthony Bowie;25;10.6;0.515;7;9.3;1.9
1989;LAC;Eric White;23;10.5;0.575;8.6;5.3;1.1
1989;NJN;Kevin Williams;27;8.7;0.459;6.4;12.1;2.8
1989;POR;Kiki Vandeweghe;30;14.6;0.542;4.4;11.4;0.7
1989;PHI;Cliff Robinson;28;14.1;0.514;10.1;11.5;2
1989;SAC;Randy Wittman;29;8.2;0.466;3.4;10.5;1.1
1989;POR;Sam Bowie;27;13.7;0.49;14;11.4;0.8
1989;UTA;Jim Farmer;24;8.4;0.475;7.4;10.2;1.1
1989;DAL;Morlon Wiley;22;10.3;0.459;6.4;26.3;3.1
1989;IND;Greg Dreiling;26;8.1;0.613;12.9;6.1;0.6
1989;POR;Jerry Sichting;32;8.8;0.474;4;18.6;1.8
1989;DEN;Darwin Cook;30;11.7;0.466;6.4;14.4;3.2
1989;BOS;Kevin Gamble;23;15.8;0.584;6.4;13.1;1.8
1989;PHI;David Wingate;25;11.5;0.527;5.6;26.5;1.2
1989;CHH;Rickey Green;34;12;0.463;3.4;31.1;2.3
1989;MIA;Anthony Taylor;23;11.1;0.436;5.2;18;2.9
1989;DET;Micheal Williams;22;7.7;0.424;4.3;27;1.8
1989;MIA;Craig Neal;24;7.9;0.458;3;35.4;2.1
1989;ATL;Ray Tolbert;30;8.3;0.467;14.1;6.3;1.9
1989;NJN;Corey Gaines;23;9.1;0.472;3.1;26.1;2.1
1989;CHH;Ralph Lewis;25;10.8;0.492;10;6.4;1.6
1989;CLE;Randolph Keys;22;11.5;0.457;9.5;8.8;1.8
1989;UTA;Jose Ortiz;25;8.1;0.477;9.8;5.3;1.2
1989;PHO;T.R. Dunn;33;7;0.41;9.9;8.5;1.7
1989;MIA;Todd Mitchell;22;8.8;0.516;8.2;9.2;2.3
1989;LAL;Mark McNamara;29;11.2;0.575;17.5;3.9;0.6
1989;GSW;John Starks;23;10.3;0.494;6.5;11;3.3
1989;IND;Anthony Frederick;24;11.9;0.543;9.2;9.8;2.2
1989;NJN;Bill Jones;22;13.9;0.533;8.5;9.6;2.7
1989;SEA;Avery Johnson;23;10.8;0.378;4.6;31.3;3.5
1989;CHI;Jack Haley;25;9.9;0.56;14.2;4.7;1.9
1989;MIL;Tony Brown;28;12.2;0.553;6.1;10.5;2.1
1989;ATL;Dudley Bradley;31;6.1;0.387;6.5;11.9;2.9
1989;MIL;Mark Davis;25;15.3;0.554;8.3;8.3;2.5
1989;CHH;Sidney Lowe;29;13.7;0.385;7.5;44.6;2.7
1989;GSW;Tellis Frank;23;9.4;0.472;12.5;7.7;2.6
1989;POR;Brook Steppe;29;12;0.546;7.1;8.2;2.1
1989;LAC;Grant Gondrezick;26;11.8;0.466;7.9;19;2.4
1989;ATL;Duane Ferrell;23;12;0.488;9.7;6.1;1.5
1989;NYK;Pete Myers;25;12.5;0.504;5.6;24.2;3.4
1989;HOU;Chuck Nevitt;29;8.1;0.471;15.2;1.8;1
1989;DEN;Eddie Hughes;28;11.4;0.505;4.4;18.7;3.4
1989;HOU;Bernard Thompson;26;5.5;0.44;6.8;7.6;2.8
1989;CHH;Greg Kite;27;6.1;0.552;13.8;4.2;0.9
1989;POR;Clinton Wheeler;29;10.3;0.496;4.9;18.8;4.2
1989;IND;Everette Stephens;22;6.4;0.398;6.1;23.8;2.1
1989;DAL;Uwe Blab;26;10.8;0.54;11.7;8.2;0.7
1989;MIL;Jeff Grayer;23;12.6;0.495;10.1;15.7;2.4
1989;CLE;Phil Hubbard;32;11.7;0.493;11.8;7.9;1.5
1989;CHI;Will Perdue;23;7.2;0.422;13.7;8.1;1
1989;BOS;Larry Bird;32;19.8;0.516;11.2;24.3;1.6
1989;SAS;Calvin Natt;32;9.3;0.488;9.5;8;0.5
1989;LAL;Jeff Lamp;29;6.8;0.421;10.8;11.3;2.2
1989;UTA;Bart Kofoed;24;3.7;0.396;3.5;15.4;2.5
1989;DEN;Calvin Natt;32;12.1;0.519;14.1;5;1.6
1989;PHO;Ed Nealy;28;5.3;0.296;17.8;5.4;1.1
1989;POR;Craig Neal;24;4.3;0.348;3.8;23.3;2.6
1989;PHO;Steve Kerr;23;12.7;0.54;5.8;18.6;2
1989;DET;John Long;32;8.2;0.536;4.1;13.5;0
1989;MIA;Kelvin Upshaw;26;8.5;0.434;5.1;22;2.4
1989;MIA;Clinton Wheeler;29;16.5;0.603;4.7;22.8;2.7
1989;NYK;Greg Butler;22;4.7;0.493;11.1;1.8;0.3
1989;DAL;Anthony Jones;26;16.8;0.456;8.4;15.6;3.4
1989;LAC;Ken Bannister;28;17.9;0.624;13.6;3.2;2.5
1989;CHH;Tom Tolbert;23;10;0.473;9.9;8.3;0.8
1989;LAC;Kevin Williams;27;10.1;0.479;9.4;19.5;2
1989;MIL;Tito Horford;23;3.6;0.386;11.4;3.7;0.4
1989;LAC;Rob Lock;22;5.3;0.389;15.5;4.5;1.3
1989;BOS;Otis Birdsong;33;7;0.502;6.9;11.5;1.4
1989;WSB;Dominic Pressley;24;5.9;0.363;7.1;25.3;1.8
1989;GSW;Ben McDonald;26;12;0.684;5.8;6;1.7
1989;DEN;Jay Vincent;29;4.7;0.381;9.8;6.4;0.5
1989;CHI;Ed Nealy;28;7.3;0.698;14.1;7.8;1.6
1989;PHO;Craig Hodges;28;9.5;0.516;2.9;11.2;1
1989;SAS;Shelton Jones;22;6.8;0.423;9.6;9.8;1
1989;BOS;Ramon Rivas;22;9.3;0.476;15.1;4.3;2.2
1989;HOU;Tony Brown;28;4.7;0.371;8.9;7.8;1.6
1989;LAC;Ennis Whatley;26;12.1;0.449;9.5;32.4;3.6
1989;SAC;Ben Gillery;23;5;0.429;14.7;3.1;1.1
1989;DET;Fennis Dembo;23;7.8;0.388;17.6;10.1;0.7
1989;UTA;Scott Roth;25;4.6;0.399;6.2;13.7;3.4
1989;SAC;Michael Jackson;24;6.7;0.422;3.1;21.8;2
1989;SAS;Petur Gudmundsson;30;2.7;0.392;12.6;9.5;0.7
1989;LAC;Dave Popson;24;8.1;0.444;12.6;12.2;0.7
1989;CHI;Anthony Jones;26;6.4;0.378;7.1;7.7;1.5
1989;DEN;Wayne Englestad;22;12.4;0.419;16.5;18.9;0.9
1989;DET;Darryl Dawkins;32;8.2;0.501;8.2;3.1;0
1989;SAC;Randy Allen;24;6.9;0.428;8.7;0;1.1
1989;GSW;Jerome Whitehead;32;2.5;0.509;6;5.5;1.1
1989;PHI;Pete Myers;25;11.9;0.509;14;6.8;3.7
1989;DAL;Steve Alford;24;7.2;0.295;4.4;32;1.3
1989;MIA;Dave Popson;24;3.4;0.346;16.2;7.7;0
1989;POR;Rolando Ferreira;24;-7.6;0.209;20.8;3.3;0
1989;SAS;Todd Mitchell;22;-4.8;0.232;5;3.7;1.4
1989;GSW;Orlando Graham;23;6.7;0.34;25;0;0
1989;GSW;John Stroeder;30;18.4;0.4;35;17.9;0
1989;ATL;Pace Mannion;28;1.9;0.333;6.1;14.8;5.4
1989;CHI;Dominic Pressley;24;1;0.167;3.4;28.9;0
1989;NJN;Ron Cavenall;29;7.4;0.577;6.9;0;0
1989;SEA;Greg Ballard;34;7.1;0.307;26.1;0;0
1989;DET;Pace Mannion;28;14.4;1;12.1;0;3.6
1989;MIL;Andre Turner;24;3.6;0.5;13.3;0;7.5
1989;GSW;Shelton Jones;22;27.3;0.6;7.7;21.8;10.3
1989;SAS;Keith Smart;24;0;0.347;4.6;19;0
1989;IND;Richard Morton;22;12.9;0.75;0;15.7;0
1989;PHO;Kenny Gattison;24;-2.8;0.266;5.9;0;0
1989;IND;Sedric Toney;26;-14.9;0.184;12.3;0;0
1989;DET;Jim Rowinski;28;17.1;0.532;14.1;0;0
1989;PHO;Mark Davis;25;5.9;0.34;7.6;0;0
1989;DET;Steve Harris;25;18.3;0.41;16.1;0;7.2
1989;PHI;Jim Rowinski;28;18.8;0.521;24;0;0
1989;PHO;Winston Crite;23;-20.3;0;8.9;0;0
1989;MIL;Mike Dunleavy;34;17.7;0.75;0;0;0
1989;SEA;Mike Champion;24;-43.7;0;0;0;0
1989;LAC;Rob Rose;24;5;0;35.6;0;0
1989;UTA;Eric White;23;-24.7;0;0;0;0
1989;CHI;David Wood;24;0;0;0;0;0
1989;SAS;John Stroeder;30;-38.8;0;0;0;0
1989;LAC;Barry Sumpter;23;-30.2;0;0;0;0
1990;SAC;Rodney McCray;28;16.7;0.568;11.7;17.4;0.9
1990;CHI;Michael Jordan;26;31.2;0.606;10.4;28.6;3.5
1990;IND;Reggie Miller;24;20.8;0.645;5.4;15.1;1.7
1990;NYK;Patrick Ewing;27;25.8;0.599;15.7;10;1.2
1990;MIN;Tony Campbell;27;17.1;0.52;8.5;12.4;1.8
1990;CHI;Scottie Pippen;24;16.3;0.528;10.3;19.8;3.3
1990;HOU;Hakeem Olajuwon;27;24.1;0.541;19.5;12.1;2.6
1990;UTA;Karl Malone;26;27.2;0.626;17.1;13.2;1.9
1990;PHI;Charles Barkley;26;27.1;0.661;16.7;15.6;2.4
1990;PHO;Tom Chambers;30;20.9;0.579;10.3;10;1.4
1990;MIN;Tyrone Corbin;27;15.9;0.512;12;12;3.1
1990;DAL;Derek Harper;28;19.8;0.567;4.6;32.2;3.2
1990;SAS;David Robinson;24;26.3;0.597;18.5;8.7;2.2
1990;DET;Isiah Thomas;28;17.3;0.501;5.9;39.4;2.4
1990;LAL;James Worthy;28;19.8;0.586;9.3;15.6;1.7
1990;HOU;Otis Thorpe;27;16.1;0.587;13.2;12.8;1.1
1990;BOS;Larry Bird;33;21.9;0.546;13.4;28.9;1.8
1990;LAL;Magic Johnson;30;26.6;0.622;10.2;45.5;2.2
1990;SAC;Wayman Tisdale;25;18.1;0.565;11.4;6.2;0.9
1990;DAL;Rolando Blackman;30;17;0.552;5.4;16.3;1.3
1990;UTA;John Stockton;27;23.9;0.607;4.1;57.4;3.5
1990;CLE;Craig Ehlo;28;14.5;0.539;8.5;19.5;2.2
1990;ATL;Dominique Wilkins;30;24.6;0.556;10.4;11.8;2.2
1990;WSB;Darrell Walker;28;15.6;0.492;13.4;28.4;2.3
1990;IND;Vern Fleming;27;16.3;0.561;6.5;30.8;1.6
1990;PHI;Johnny Dawkins;26;16;0.549;4.9;29.7;2.1
1990;PHI;Hersey Hawkins;23;17;0.57;6;13.3;2.3
1990;POR;Jerome Kersey;27;15.7;0.521;13.2;9.2;2
1990;HOU;Buck Johnson;26;12.9;0.534;7.1;12.7;1.7
1990;DEN;Fat Lever;29;19.9;0.504;13.6;24.8;2.7
1990;GSW;Chris Mullin;26;22.7;0.643;8.7;17.5;2
1990;SAS;Terry Cummings;28;19.6;0.527;13.5;12.9;1.9
1990;MIL;Jay Humphries;27;16.4;0.547;5.5;24.8;2.7
1990;POR;Buck Williams;29;14.3;0.597;15.5;5.5;1.2
1990;GSW;Mitch Richmond;24;17;0.576;6.9;12.1;1.6
1990;SAS;Willie Anderson;23;15.2;0.532;7.5;19.6;1.9
1990;PHO;Kevin Johnson;23;22.8;0.585;5.3;44.4;1.6
1990;POR;Terry Porter;26;20;0.597;5.3;35.4;2.5
1990;CLE;Hot Rod Williams;27;19;0.546;13.4;9.8;1.6
1990;CHH;J.R. Reid;21;10.2;0.482;14.2;5.3;1.6
1990;CHI;Horace Grant;24;16.6;0.555;13.5;11.3;1.7
1990;SEA;Derrick McKey;23;15.6;0.557;10.4;9.7;1.6
1990;CHH;Muggsy Bogues;25;16.9;0.528;4.3;44.6;3
1990;ATL;Moses Malone;34;20.2;0.564;17.1;7;0.9
1990;LAC;Charles Smith;24;19.5;0.589;11;6.7;1.5
1990;SAC;Danny Ainge;30;16.1;0.528;6.8;25.5;2.1
1990;BOS;Kevin McHale;32;21.8;0.623;13.7;9.5;0.5
1990;IND;Chuck Person;25;16.6;0.557;9.6;13.5;1
1990;LAL;A.C. Green;26;14.7;0.548;15.1;4.6;1.2
1990;CLE;Mark Price;25;21.1;0.589;5.2;39.2;2.1
1990;DEN;Michael Adams;27;15.4;0.542;4.4;23.3;2
1990;WSB;Bernard King;33;18.8;0.545;8.1;21.8;0.9
1990;POR;Clyde Drexler;27;22.2;0.551;10.3;24.8;2.5
1990;DET;Bill Laimbeer;32;15.8;0.564;16.6;9.1;1.1
1990;DAL;Sam Perkins;28;17.3;0.564;12.2;10;1.7
1990;GSW;Tim Hardaway;23;16;0.525;6.2;36.4;2.8
1990;PHI;Mike Gminski;30;15.7;0.503;14.6;6.9;0.8
1990;HOU;Sleepy Floyd;29;14.2;0.552;4;30.8;1.7
1990;NYK;Gerald Wilkins;26;14.3;0.52;7.9;18.5;1.8
1990;MIL;Alvin Robertson;27;18.9;0.542;12.3;25.6;3.9
1990;SEA;Michael Cage;28;14.5;0.54;18.6;3.6;1.5
1990;LAL;Byron Scott;28;14.3;0.546;5.3;15.5;1.5
1990;UTA;Thurl Bailey;28;13.4;0.527;9.3;8.1;0.6
1990;MIN;Pooh Richardson;23;15.8;0.482;5;35.3;2.7
1990;DET;Joe Dumars;26;17.2;0.555;4.7;22.2;1.2
1990;IND;Detlef Schrempf;27;17.6;0.611;14.1;14;1.1
1990;WSB;Jeff Malone;28;18.5;0.529;4.3;15.7;0.9
1990;NJN;Dennis Hopson;24;13.6;0.503;5.8;9.6;1.9
1990;BOS;Reggie Lewis;24;16.8;0.545;7.6;12.9;1.7
1990;MIN;Tod Murphy;26;13;0.53;13.6;6.4;1.6
1990;MIA;Sherman Douglas;23;17;0.534;4.6;37.4;2.8
1990;ORL;Terry Catledge;26;15;0.525;12.1;4.5;0.7
1990;POR;Kevin Duckworth;25;13.3;0.517;11.2;5.5;0.7
1990;NJN;Chris Morris;24;14.8;0.493;9.2;9.5;2.6
1990;SEA;Xavier McDaniel;26;17.9;0.533;10.8;11.4;1.5
1990;NYK;Mark Jackson;24;14.3;0.492;7.3;34;2.2
1990;MIN;Sam Mitchell;26;13.7;0.512;11.5;6;1.4
1990;MIA;Rony Seikaly;24;15.9;0.53;17.6;4.9;1.5
1990;IND;Rik Smits;23;18.1;0.579;12.5;9.3;0.9
1990;CHH;Kelly Tripucka;30;13.6;0.521;7.6;14.5;1.5
1990;PHO;Mark West;29;15.7;0.656;16.6;2.5;0.7
1990;BOS;Robert Parish;36;19.2;0.616;18.3;6.2;0.8
1990;DET;Dennis Rodman;28;15.4;0.608;19;4.2;1.1
1990;GSW;Terry Teagle;29;14.8;0.529;8.2;9.9;1.7
1990;CHI;John Paxson;29;12.7;0.555;3;19.2;1.7
1990;NJN;Lester Conner;30;12.8;0.486;6;23.3;3.5
1990;ORL;Reggie Theus;32;15.9;0.524;5;26.5;1.2
1990;SEA;Nate McMillan;25;14.4;0.517;10.1;32.7;3
1990;LAC;Ken Norman;25;14.6;0.534;11.5;10.9;1.6
1990;LAC;Benoit Benjamin;25;16.7;0.578;16.2;10.1;1.2
1990;MIA;Glen Rice;22;11.3;0.466;8.4;9.1;1.4
1990;DET;James Edwards;34;13.3;0.549;8.6;4.3;0.5
1990;UTA;Mark Eaton;33;10.6;0.561;15.4;2.2;0.7
1990;PHO;Jeff Hornacek;26;19.6;0.596;7.5;21.7;2.4
1990;NYK;Johnny Newman;26;12.7;0.562;4.7;11.3;2
1990;ATL;Kevin Willis;27;15.7;0.551;16.4;3.7;1.4
1990;PHI;Rick Mahorn;31;13.9;0.546;14.2;5.9;1
1990;LAC;Danny Manning;23;16.3;0.584;10.6;12.8;1.9
1990;DAL;James Donaldson;32;12.2;0.581;15.8;3.6;0.5
1990;MIL;Jack Sikma;34;14.7;0.524;12.5;14.6;1.7
1990;PHO;Dan Majerle;24;13.5;0.498;10.5;11;2.1
1990;WSB;Charles Jones;32;9.2;0.554;12.1;7.2;1.1
1990;MIL;Fred Roberts;29;11.6;0.553;8;9.3;1.2
1990;NJN;Purvis Short;32;13.4;0.508;6;10.8;1.4
1990;MIA;Kevin Edwards;24;11.6;0.451;7;16.8;2.7
1990;DEN;Alex English;36;17.9;0.522;6.8;15.6;1.1
1990;NJN;Sam Bowie;28;16.2;0.499;16.6;6.4;0.8
1990;DAL;Herb Williams;31;10.4;0.476;10.1;7.9;1.2
1990;NYK;Charles Oakley;26;15.9;0.58;18.4;9.3;1.4
1990;ATL;Spud Webb;26;15.3;0.538;5.3;29.9;2.4
1990;UTA;Bob Hansen;29;8.5;0.517;6.2;9.5;1.2
1990;CHI;Bill Cartwright;32;12.8;0.562;12.7;8.9;0.9
1990;CHH;Armen Gilliam;25;16.9;0.576;13.9;6.7;1.4
1990;MIA;Billy Thompson;26;14.7;0.536;14.2;11.4;1.2
1990;IND;LaSalle Thompson;28;10.3;0.523;17.3;6.7;1.5
1990;PHI;Ron Anderson;31;13.9;0.499;8;10;1.7
1990;CLE;Larry Nance;30;19.1;0.554;14;12.8;1.3
1990;BOS;Dennis Johnson;35;12.4;0.495;5.5;29.7;1.9
1990;SEA;Dale Ellis;29;19;0.58;6.9;8.7;1.5
1990;SAS;Sean Elliott;21;12.5;0.546;8.2;10.7;1.1
1990;DET;Mark Aguirre;30;15.8;0.544;8.7;11.6;0.9
1990;DEN;Blair Rasmussen;27;16;0.525;15.6;5.7;0.9
1990;GSW;Rod Higgins;30;15.5;0.6;11.3;8.8;1.1
1990;DET;Vinnie Johnson;33;12.9;0.467;7.4;19.2;1.8
1990;DET;John Salley;25;13.5;0.575;13;4.8;1.4
1990;WSB;Mark Alarie;26;14.1;0.51;10.7;10.5;1.5
1990;UTA;Blue Edwards;24;10.7;0.556;7.8;11.2;2
1990;LAL;Mychal Thompson;35;13.4;0.542;14.5;3.2;0.9
1990;CHH;Dell Curry;25;15.9;0.517;5.1;14.7;2.6
1990;ORL;Sidney Green;29;12.7;0.501;16.7;7.5;1.2
1990;SAC;Vinny Del Negro;23;12.6;0.52;6;19.9;1.7
1990;MIA;Grant Long;23;11.6;0.538;12;7.2;2.3
1990;SAS;David Wingate;26;9.4;0.488;5.9;15.1;2.3
1990;HOU;Mitchell Wiggins;30;16.3;0.535;8.2;8.6;2.2
1990;LAL;Michael Cooper;33;9.6;0.482;7;15.3;1.8
1990;WSB;Harvey Grant;24;12;0.502;10;9.4;1.4
1990;ORL;Jerry Reynolds;27;14.1;0.486;9.4;14.1;2.4
1990;PHO;Eddie Johnson;30;14.9;0.542;7.4;8.9;0.8
1990;ORL;Nick Anderson;22;14.9;0.536;9.3;10.5;1.8
1990;CHI;Stacey King;23;13.8;0.562;12.8;6.6;1.1
1990;SAS;Maurice Cheeks;33;13.9;0.534;5.3;23.2;2.3
1990;CHH;Rex Chapman;22;11.9;0.469;5.8;12.2;1.3
1990;MIA;Tellis Frank;24;11.1;0.518;12.1;6.9;1.4
1990;MIA;Rory Sparrow;31;8.8;0.448;4.3;23;1.3
1990;SAC;Kenny Smith;24;12.8;0.518;3.9;25.6;1.6
1990;MIN;Sidney Lowe;30;8.7;0.37;5.6;26.5;2.2
1990;NYK;Trent Tucker;30;12;0.518;5.6;13.9;2.1
1990;LAC;Tom Garrick;23;11.8;0.539;5.4;23.4;2.5
1990;MIL;Ricky Pierce;30;21.9;0.592;5.6;13.9;1.4
1990;ATL;Cliff Levingston;29;12.1;0.54;10.8;6.3;1.6
1990;WSB;Ledell Eackles;23;14.3;0.496;5.6;16.2;1.4
1990;GSW;Sarunas Marciulionis;25;15.5;0.616;7;10;2.5
1990;ORL;Mark Acres;27;8.3;0.536;13.4;5;1
1990;CLE;Steve Kerr;24;12;0.56;3.3;21.5;1.4
1990;ORL;Sam Vincent;26;15.4;0.536;6.2;29.8;1.8
1990;DAL;Roy Tarpley;25;18;0.491;20.3;6.5;2.4
1990;ORL;Otis Smith;26;17.2;0.543;9.6;13.5;2.1
1990;DEN;Walter Davis;35;18.3;0.533;5.7;14.9;1.6
1990;SEA;Dana Barros;22;12.8;0.497;4.7;18.3;1.6
1990;LAL;Vlade Divac;21;17.5;0.544;18.2;6.7;2.4
1990;DEN;Bill Hanzlik;32;10.3;0.525;6.8;14;2.2
1990;SAC;Harold Pressley;26;13.7;0.506;10.9;13.5;1.8
1990;NYK;Kenny Walker;25;12.7;0.581;11.9;4.2;1
1990;POR;Clifford Robinson;23;9.3;0.433;10.7;6.5;1.6
1990;NJN;Charles Shackleford;23;12.3;0.489;16.3;5.6;1.2
1990;IND;Mike Sanders;29;9.1;0.498;8.8;8.3;1.4
1990;LAC;Gary Grant;24;15.3;0.507;7.3;42.5;3.4
1990;ATL;Doc Rivers;28;17.2;0.539;7.6;23.9;3.8
1990;SAC;Greg Kite;28;7;0.446;14.1;6.5;1
1990;SEA;Sedale Threatt;28;17.4;0.557;4.6;21.9;2.2
1990;ATL;John Battle;27;12.6;0.542;3.9;15.3;0.9
1990;ORL;Scott Skiles;25;13.2;0.519;5.7;30.8;1.1
1990;PHO;Kurt Rambis;31;11.3;0.547;15.3;9.2;2.2
1990;UTA;Darrell Griffith;31;13.6;0.536;6.7;6.9;2.4
1990;SAS;Frank Brickowski;30;13.3;0.576;12.8;10.3;2.2
1990;CLE;Brad Daugherty;24;16;0.543;14.5;14.2;1
1990;MIL;Jeff Grayer;24;11.4;0.495;8.7;10.8;1.6
1990;LAL;Orlando Woolridge;30;17.6;0.601;7.5;10.4;1.4
1990;PHI;Derek Smith;28;13.7;0.561;6.9;11.4;1.2
1990;MIL;Paul Pressey;31;15.9;0.533;7;25.6;2.5
1990;UTA;Mike Brown;26;12.8;0.593;15.7;4.7;1.1
1990;POR;Danny Young;27;11.5;0.508;4.8;20.7;2.8
1990;BOS;Joe Kleine;28;10.5;0.529;14.4;4.3;0.5
1990;MIL;Brad Lohaus;25;14.4;0.527;12.2;11.3;1.6
1990;LAC;Jeff Martin;23;8.7;0.46;6.7;4.6;1.5
1990;GSW;Tom Tolbert;24;13.8;0.562;14.4;6;0.8
1990;CLE;Chucky Brown;21;11.9;0.525;9.7;5.7;1.2
1990;LAL;Larry Drew;31;10.2;0.511;4.2;22.1;1.8
1990;DEN;Todd Lichti;23;12.3;0.533;6;11.7;1.9
1990;MIN;Randy Breuer;29;13.6;0.452;13.1;10.4;1.3
1990;LAC;Joe Wolf;25;6.8;0.437;10;6.5;1.1
1990;GSW;Manute Bol;27;7.2;0.383;11.2;3.3;0.4
1990;DAL;Adrian Dantley;33;15.4;0.556;7.5;9.6;0.8
1990;HOU;Larry Smith;32;9.8;0.468;18.4;6.6;2
1990;DAL;Brad Davis;34;13.7;0.575;4.1;27.6;1.8
1990;MIL;Greg Anderson;25;13;0.522;16.6;2.7;1.2
1990;CHI;B.J. Armstrong;22;11.9;0.53;4.7;20.7;1.8
1990;BOS;Jim Paxson;32;9.7;0.498;3.3;14.1;1.3
1990;NJN;Mookie Blaylock;22;11.5;0.416;5.9;26.2;3.1
1990;ORL;Michael Ansley;22;17.3;0.554;15.6;4.8;0.9
1990;DEN;Danny Schayes;30;16.5;0.617;15;6.4;1.6
1990;POR;Wayne Cooper;33;10.6;0.469;15.7;4.8;0.7
1990;SAS;Rod Strickland;23;15.4;0.504;6.7;31.5;2.5
1990;SEA;Shawn Kemp;20;15.9;0.531;18.1;3.4;2.1
1990;SAS;Vernon Maxwell;24;10.3;0.489;7.1;17.7;1.8
1990;CHH;Robert Reid;34;8;0.427;7.3;10.8;1.6
1990;LAC;Ron Harper;26;20;0.553;8.2;19.4;2.9
1990;ORL;Jeff Turner;27;6.6;0.464;10.8;6.4;1
1990;BOS;John Bagley;29;10.8;0.489;4.5;33.3;1.8
1990;SEA;Olden Polynice;25;12.4;0.541;16.2;1.9;1.2
1990;BOS;Ed Pinckney;26;13.7;0.601;11.5;8.1;1.5
1990;DEN;Tim Kempton;26;10.7;0.529;10.8;14;1.3
1990;MIN;Scott Roth;26;11.7;0.478;6.3;17.4;2.5
1990;CHI;Craig Hodges;29;12.5;0.589;3;13.8;1.4
1990;ATL;John Long;33;10.7;0.495;4.6;11.8;2.2
1990;NJN;Jack Haley;26;8.2;0.443;14.6;3.2;0.8
1990;NYK;Rod Strickland;23;15.9;0.484;6.9;30.7;3.4
1990;PHO;Andrew Lang;23;13.2;0.594;14.7;2.6;1
1990;NJN;Joe Barry Carroll;31;11.8;0.446;13.3;6.7;0.9
1990;CLE;Winston Bennett;24;10;0.515;10.6;8.1;1.2
1990;BOS;Kevin Gamble;24;12.3;0.52;6.2;15.7;1.4
1990;WSB;Steve Colter;27;15.9;0.533;9.7;19.9;2.3
1990;ATL;Jon Koncak;26;8.7;0.612;13.3;3;1.9
1990;PHI;Scott Brooks;24;14.2;0.53;3.7;28.5;2.4
1990;NYK;Eddie Lee Wilkins;27;9.9;0.495;15.1;2.3;0.9
1990;HOU;Mike Woodson;31;8.8;0.445;4.8;9.5;2.1
1990;POR;Drazen Petrovic;25;15.5;0.586;6.2;17.5;1.1
1990;DEN;Jerome Lane;23;12.8;0.462;19.8;14;2.5
1990;CHH;Kenny Gattison;25;12.9;0.586;11.9;6.2;1.8
1990;HOU;John Lucas;36;11.5;0.454;5.1;33.2;2.3
